reviewerID,asin,reviewerName,helpful,customer_review,customer_rating,customer_review_summary,unixReviewTime,reviewTime
A17CU1D2CWXOHB,B0002DV7U2,Rick,"[0, 0]","I needed some little, easy, and portable guitar stands for the stage.  This does it perfectly, well.  While being light and portable.",1,Perfect.,1397606400,"04 16, 2014"
ATVYABSTW0LIE,B002EWV8IU,Meganicus,"[0, 0]","It cuts down the buzz left by the other pedals, for that price it's pretty good, not badly built either.",0,Does the job,1329609600,"02 19, 2012"
A5O3ZBCOLILKQ,B0037M62M8,Roger M. Bates,"[0, 1]",The material used is fine.  The looks are fine.  The length is horrible.  This is too short for most adults that play guitar.  It felt like I was holding my guitar around my neck instead of off my shoulders.  I attached it by the longest way possible and it was well short of what I could use.  To me this was a worthless purchase.  I just tucked it into a drawer and it will sit there and not be used again.,0,Not for me!,1371686400,"06 20, 2013"
A2101DHHDMZ93X,B0002GMGYA,just_keith,"[0, 0]","This was bought based on the advice of others. I had a cable with the standard Neutrik/Switchcraft-type ends fail on me, and this cable was supposed to be either strain free or simply designed for long life because of the strain of usage.It worked great for about 4-6 months, and then broke. It happened so quickly (the trad types seem to take longer) that I swore it must have been the output jack on my guitar. After confirming the guitar was okay, I tried a shorter cable, which worked fine.D'Addario does offer lifetime replacement, but it puts you in a bit of a bind - you need a backup cable while you are waiting for a replacement, and you have to pay return shipping of the defective cable out-of-pocket. You also have to get R.A. Taken altogether, this makes it a deal breaker. The extra costs essentially make this cable as expensive as something that has a track record of lasting for years. In my case, I bit the bullet and did what I should have done the first go-round and got a really nice DiMarzio cable.Again, this cable SOUNDS good while it works - capacitance with the longer cables can be an issue. The good news is that IMO high price is not a guarantee of ANY cable sounding good. The replacement DiMarzio is another example of one that was at the top of the list with cable comparisons. I don't get into the mojo or intangible aspects that will typically find someone paying much more for a cable, but I want durability and published capacitance that is within a certain range. This one meets half of those criteria, but it gets expensive because of the potential to fail sooner rather than later. Well, expensive relative to a cable with an initially higher price but longer lifespan.So the replacement that Planet Waves sent me is now the backup, and is still in the original packaging. I figure I'll use it only for short periods while replacing my main cable, so it should last a long time in that situation. If I have a few $ for the shipping and D'Addario is still honoring the lifetime warranty if/when the 2nd one breaks, I may get it replaced. More likely I will just chalk it up to a learning lesson and toss it. Even $4 shipping is a decent percentage of the cost of a more durable cable - IMO it should be set aside to fund its eventual replacement.If this cable would have last 1.5 to 2 years, I'd probably give it 5 stars given the price. And if D'Addario took away the warranty thing, it would probably re-shape the customer's perception on what something at this price should cost, because it's a wear item, plain and simple. IDK how much R&D; it's worth their trouble to put in something at this price point, but that's is what I would shoot for - a realistically acceptable period of trouble-free use w/no warranty as the trade-off. That would NOT make it a deal breaker.",0,was good while it worked,1378166400,"09 3, 2013"
A157DYI1PMXDR1,B000KIRT38,thrashreno,"[0, 0]","I bought the Hell babe 10 years ago, it was my first wah pedal and it has been on my pedal board ever since, the same one. i have never had a major problem with it, the boost knob fell off a couple years ago but it was plastic and i did kick it a lot over the years so no big deal. Its no crybaby and im glad, it has its own sound that i have tried to get out of my vintage crybaby but couldn't no matter how much i tweaked it. I actually run both my crybaby and my hell babe on my pedal board and i find myself using the hell babe way more, especially since it has the auto off and spring back. it really makes my solos rip. buy it, you will have a ball. My only complaint is that the spring is loud and audible when playing acoustic gigs but acoustic guitar sucks so whatever.....",0,My Secret Weapon,1383350400,"11 2, 2013"
A34WEXT7SIRFE4,B000ULAP4U,@ciscoza,"[9, 14]","These cans were decent, back when they were just above 100 bucks. They've inflated to 160 and that's just ridiculous. There is better in this price range. The SRH840's for example on eBay for 120~ bucks new, does everything better than these cans. The M50's have really punchy bass, and extremely stringent highs, they're very loose in the low end, and their mids are recessed. That combination makes for a fatally tiring listening experience. The pads are pleather and terribly uncomfortable, whilst having an almost starchy texture to them. The headband clamps onto larger heads and lacks decent padding underneath. These phones are also terrible in regards to any soundstage at all, which means for gaming, these will be pretty terrible. They do some... SOME... new genres alright, but their extremely aggressive presentation makes these phones just hard to listen to. They also can't do lighter genres like Jazz and Classical due to their poor positoning. There are much much better monitors in this price range than these, the Shure SRH840 as I've said before totally outclass these headphones in all areas.Stay away, don't fall victim to the noob hype.",0,Really harsh and uncomfortable.,1328227200,"02 3, 2012"
AJBBU53A0X84I,B0002GXV2Q,Jerry,"[0, 0]","These are great for connecting effects pedals.  I really don't know how else you would do it in a small space, without making your pedal box look like a plate of spaghetti.",1,Great for connecting effects pedals.,1390608000,"01 25, 2014"
A3F1GM7ZAZD1SW,B003U3LUOY,jmhr,"[0, 0]","I wasn't sure what to expect, and the foam rubber was a bit of a let down, especially when I took it from the plastic. Very strong fumes, not too pleasant, but they dissipated in the basement overnight.Because of the fumes I was a little concerned about what the material might do to a wood finish.  I was happy to see that there was no apparent smudging or marking after two hours.  I wouldn't leave it on anything ""finished"" for longer than that because this type of foam doesn't last forever and as it breaks down the residue can be hard to remove.  For now, it's great.It comes with a black nylon, sort of mesh tube shaped bag, good for putting it away or traveling.  For now I will just leave it as flat is possible so it doesn't curl so much.  For the size and utility, the price (which goes up and down) seems reasonable.",0,"Foam is foam, but it's still pretty useful.",1387324800,"12 18, 2013"
A2IRI1NFJJJ6MZ,B0002CZSJY,Mrs. Smith,"[0, 0]",Good strong spring and good strong materials.  The only improvement I would make is the clear protector that holds behind the neck.  The protector needs to be longer.  As the protector ages it slips off the end.  If it had more surface extended from end to the base where it pivots it would help.,0,Kyser capo,1364428800,"03 28, 2013"
A2IFKMKKXV8AVU,B000RW0GT6,"Dan Dreifort ""REVIEW-BOT-9000""","[1, 1]","This is my first time buying a guitar without testing it first.I have no regrets.All of the positive reviews extolling the virtues of this excellent guitar model are spot on.If you're in the market, and don't have a grand to spend on a new acoustic guitar, get this North American made gem.You won't regret it.",1,Best Guitar for around $400,1370217600,"06 3, 2013"
AJH2W783HOXZV,B000EEN9OG,Daniel Berry Jr.,"[0, 0]",Great little pedal for a very reasonable cost. This pedal is durable too cause I have owned it for about two years and it has held up great so just because it is a little cheaper does not mean it is not a good pedal. Sounds great too.,1,GReat little pedal,1386720000,"12 11, 2013"
A35Z3TBNCQU3VY,B003CLIPHO,Andrew Walker,"[0, 0]","Can't complain about a price like this!!! Does the job just fine for what it is, not really anything more you could ask for.  Comes with the proper attachment pieces that you need for most (if not all) microphones, folds up nice and small.  Happy all around!",0,Does the job,1398038400,"04 21, 2014"
A1LI9W7A0CYOHV,B0002D0CGC,Russ,"[0, 0]","I ordered these because I bought a variety pack of picks from Musician's Friend and there was one lonesome very thin celluloid pick in the pack. I loved how it quieted the strumming on my acoustic dreadnought, so I went on the hunt for very thin picks. The celluloid one fell apart quickly, so I wanted a better material.These white nylon picks should last a lot longer. The non-pointed end is all grippy (textured), so it doesn't work great if you like to use the more rounded corners of a pick, but it does the job and I like it. The pointed end is very thin and slides off the strings nicely, but you can still pick with it if you're combining picking and strumming.I'll keep using thicker picks for picking-only songs and for louder strumming, but for more mellow strumming and to keep from bothering other folks in the house, these are great.UPDATE: I've been using them for more than a year now, and they are pretty flimsy for picking notes in a mostly-strumming song... but you can do it. This is still my favorite pick for strumming. Hope this helps.",0,Just what I was looking for,1341446400,"07 5, 2012"
A10APIDAZISWQF,B001J1SX94,mando2112,"[0, 0]","awesome cord hope they make more and the world will be a better place, peace and love to you all !!!!!!!",1,yep,1365033600,"04 4, 2013"
A1VOONTYYM0SDA,B0002E1O2C,Vensez,"[0, 0]","They costed twice as much as my usual D'Addarios but after 2 weeks of use, I couldn't be any happier. I've heard only positive reviews about these Elixir strings and now understand why. They are smooth as butter thanks to the coating and sound bright, clean, and crisp. They also make my guitar look much nicer and shinier. A great buy overall.",1,"Amazing, smooth, clean strings.",1344211200,"08 6, 2012"
A1HPC4BDRLR60,B004HJ58JI,Delta Echo,"[4, 5]","This amp is a quality item for the dollar range (I paid $49.99).  There is some question about sound quality and variation in quality.  We purchased two of these, and one arrived with some minor issues, constant humming regardless of volume or EQ settings.  Amazon did a wonderfully quick swap and the new one arrived without the problem.This is not a 6000W stage amp, nor is it so quiet enough to practice without disturbing the neighbors...it has a full punch output at full gain/volume, and can easily light up a back yard.Specs-Input: 1/4"" Mono (not a tip and ring jack)Controls: Volume/Gain and selectable Volume 3-EQ range knobs.  There are two volume controls, once for each side of the push button selector.Outputs: 1/4"" Mono (for monitor or mixer), 1/4"" Dual Mono Headphone jack (tip and ring supplied from the same mono channel).Power:  Lighted front panel rocker switchThe box is very slim and small, about a foot by a foot and 8"" deep, the rear is partially open, speaker exposed, and allows for cord storage.Pros--Portability, easy of use and set up.-Quality finish (leatherette with steel corners) and good construction, 6"" heavy duty lead guitar speaker-Excellent sound and electronics for ANY amp under $100.  There are other manufacturers that have small wattage amps and smaller speakers that are $30-$50 more.  Go with this one.Cons--Units run hot and cold as to quality, but if it works out of the box, it's good, if not, you'll know it as soon as you power it up. Buy with confidence at Amazon from Amazon and you shouldn't have any worries.These amps power two Squier(tm) by Fender electric guitarsSquier by Fender Bullet Strat with Tremolo Bundle with Strings, Pick Card, and Polishing Cloth - Black, Rosewood Fretboardand do a great job.Other accessories for the beginner electric to consider:Cords -Hosa GTR210 Guitar Cable 10 Ft,Planet Waves Classic Series Instrument Cable, 10 feetStrap -Planet Waves Polypropylene Guitar Strap, BlackStraplocks -Dunlop Dual Design Straplok System, NickelHanger -String Swing Hardwood Home & Studio Guitar Hanger (Shades May Vary)",0,A Great Little Amp for the money,1318550400,"10 14, 2011"
A3NKSY3I0UW3KK,B0002H0KG0,this guy,"[0, 0]","The mandolin arrived on time and came in a box within a box where the mandolin was wrapped. There was no damage to it and none of the tuning pegs broke. I tuned it pretty easily and was able to figure out some simple songs.I removed the pick guard because I really didn't like how it looked and it looks fine without it. The strings that come with it work fine and none snapped. Even if you end up not wanting to play it, you can always hang it somewhere because it looks nicer than I would have expected. The only problem I have is that the two G chords do not fit completely in the nut but i have heard that you can adjust it so it fits properly. I got this because I really enjoy the sound of a mandolin and the price is amazingly cheap. Also, another difficulty I had was that the tailpiece comes off easier than it goes back on. If you are interested in the mandolin definately get this to try it out.",1,Magnificent Mandolin,1347494400,"09 13, 2012"
AAYAXHC63IX1D,B005FKF3N4,RB,"[1, 3]","This has been a very good purchase, I have not stopped using it since I got it, good and prompt service as well Thanks again Cheers !!!",1,Great Product,1334880000,"04 20, 2012"
A2V9R0KCU8X6EH,B001M59AS0,Roy Aaroen Sr,"[0, 0]",I've been using these picks for eight months and they last forever. I lose them before they wear out. I'll be buying and recommending these for a long time.,1,'Last Forever',1353456000,"11 21, 2012"
AH2F47XZ5L8NR,B0002GX6V2,Violet Deliriums,"[2, 3]","The MXR Phase 90 is a classic stompbox popularized by Eddie Van Halen. At present, I own an MXR Phase 90, a Boss PH-3 Phase Shifter, and a Line 6 MM4 Modulations Modeler (with a few phaser patches), so I can compare these three units.The Phase 90 has a single ""Speed"" control that sets the rate of the phase, so it is simple to use. If there is a single knob, that is a good indicator that the manufacturer feels pretty good about the sound of the unit. In this case, I agree.The MXR Phase 90 is by far the cheapest of these three units. In my opinion, it also gives the best sound within its capabilities, and actually seems to boost the volume slightly. The Boss PH-3 gets a slight volume drop but it is workable, and the Line 6 MM4 has a volume drop that for me is hard to use on a guitar pedalboard because I usually don't leave modulations on for an entire song, but turn them on/off in different sections (unless its a chorus).Of the three, the Phase 90 has the least versatility. You can imitate the Phase 90 sound on both of the other units (the Line 6 MM4 does a slightly better job) and both the PH-3 and MM4 have more sonic possibilities. Also, the Boss PH-3 will give a lot more spacey extremes than the Phase 90 which stays in a ""normal"" range. But again, of the three the MXR Phase 90 sounds the best of the three at what it can do.Bottom Line:(1) A classic pedal at a great price(2) Great sound & slight volume boost(3) Simple to use(4) Limited sonic possibility, ""safe"" or ""normal"" guitar sounds (no crazy extremes)(5) Beautiful bright orange color, you can't miss it(6) Compact size does not eat up pedalboard space",1,Classic phaser at good price,1360108800,"02 6, 2013"
A2IMZNPSJGB2HQ,B000L6GD04,Fernando Valenzuela,"[0, 0]","I never really had an issue with tuning stability with the stock tuners on my American Standard Strat. What interested me the most was the easy string changes and locking tuners have really helped with that. But I have noticed that it does stay in tune better than before. These are easy to install and simple to use. All you need is a 10mm socket and your are set. As others have pointed out, these are staggered so there are 3 long ones and 3 short ones so you need to make sure you get them on the right way. It only took a couple of minutes to install and they fit like a glove. I've read some people complaining about the additional weight on the headstock but I don't even notice the difference. They work just like genuine Fender parts would be expected.",1,My Strat is now locked and loaded,1336953600,"05 14, 2012"
A13IKQCJKFAP5S,B0044R1M0M,applegd07,"[0, 0]",This may be 10Watts but it can fill a big room with its sound. Not too heavy and very handy for traveling. This can't be used for concert or gigs but for use in private/family use or maybe inside a church. Built is good and the power of the sound is sufficient.,1,Beginner Amp,1364083200,"03 24, 2013"
ASJAKT8DJIAC5,B002KDHBRU,"YetAnotherITGuy ""Chris""","[2, 2]","I bought one of these about a year ago and I am going to buy a second one to keep in my gutar case as a back-up. Great tuner, just clip it on the headstock, turn it on and tune -- display changes to bright green when you are exactly in tune so I can even do it without my glasses on. I have used it in noisy environments (other instruments tuning or playing) and it still works, never had a problem with it picking up tuning informatiom clipped to the headstock of either my acoustic guitar or Fender Stratocastor.The ONLY thing that could use improvement is the auto-off function; mine has failed to detect an extended duration of NO audio energy and as such, stayed turned on until it drained the battery. After that, I got in the habit of making SURE I turned it off when not in use. And it uses commonly found 2032 cell batteries so not A big deal to replace (just grab a two-pack of them at the grocery store to keep on hand).Overall, very useful, accurate device and worth a few extra dollars.",0,great tuner,1319500800,"10 25, 2011"
AV8MDYLHHTUOY,B008BPI2HE,"Amazon Customer ""eyegor""","[0, 0]","I've been searching for the 'perfect' capo for years now and this one's come the closest so far.The capo's well made and doesn't show any manufacturing flaws at all. As delivered, the capo fits the neck of my Taylor perfectly with just the right amount of tension. Some other capos are horrible to attach and grip the neck so hard, I'm afraid it'll dent the fretboard. The Planet Waves capo has a nifty tension adjuster in case you have a different neck profile.I like that slips easily on the neck without a lot of mucking around. Nothing's worse than fumbling around or needing two hands doing something so simple.It comes with a clip to hold a pick, but it's kind of hard to slip one in, especially with some picks I use.Overall, I think this capo's a winner. It's easy to put on and take off. There's no buzzing and it stays out of my way when I'm playing. That's all I ask for :)",0,awesome capo,1360627200,"02 12, 2013"
A300S5QIIMBQNH,B000BW2D84,"William B. Mattes ""Bill""","[0, 0]","What can I say? I started out with a couple of pedals, then a wah, then more, then a board for them, and sooner or later all those 6&#34; cords are either in the way, too short or whatever. I do like the male-male offset connectors to bring pedals together but sometimes on a board you've got odd distances. This kit does the trick, and truly was easy to use. Only once did I create a plug with a bad connection and had to redo it.",1,Simple way to clean connections,1401235200,"05 28, 2014"
A200D8BOPMR35S,B000BNSYHW,"Earl D. Shaffer ""OracleMan""","[0, 0]",I needed some fretboard cleaner. This is something I had not tried before. I used it and I like it.,0,Used it - like it,1373414400,"07 10, 2013"
A46D3MTB5LIUY,B0018TIADQ,Ocean Blue,"[0, 0]","I actually own an even dozen of these.  I've never had any issues with them marring the finish on my acoustic guitars.  They work great & you can't beat the price.  I think I paid around $4.95 for most of the ones I purchased.  Although these are great & I will continue to use them as needed (e.g., when playing), I just replaced these today with Swing String Wall Hangers.  I freed-up so much of my floor space by moving 12 guitars to the wall that I was actually excited about all the free space!!!",1,"Great, Inexpensive, Functional Stand !",1299542400,"03 8, 2011"
A3DDZ2SENG07MS,B000GUR8V8,dashreeve,"[0, 0]",This is my third bench and seems to be the best of them. Quick to set up / tear down / adjust. The bench is also larger than my others. Very happy for the price. 4 different height adjustments.,1,Nice Bench!,1325808000,"01 6, 2012"
A2Z548GT5948WH,B0002GYW4C,"J. Perry ""Zak""","[0, 0]",Not very substantial. It began to tear on my guitar strings. I was hoping for something that would hold up to more uses.,0,Not what I expected,1360972800,"02 16, 2013"
A3ABAA36CZVYNX,B002EWV8IU,Dave,"[6, 8]","- it's simple to operate- it does what it's made to do- it does that very well- it's bargaintasticIf you know what a noise gate is supposed to do and you think you might need one, then I highly recommend this unit.I'm about to get a second one and put all my distortion-creating devices in the loop (other Behringer units, Rat, Big Muff, etc etc). The one I already have can stay at the end of my signal chain, just before the delays. Pretty much a must-have for recording, especially during those quiet spots :-) Thanks to this unit I have a very quiet recording setup.",1,"one can't fault it, really :-)",1276646400,"06 16, 2010"
A9AETC0WEPZAM,B002X8Y4SQ,groovemachine,"[0, 0]",This is a clone of the boss compressor and works just as well as far as I have been able to tell as the original. being the owner of both I would have to say if you're not too stuck up about brands then I would go with this if you like the boss cs3 but many people say that bosses compressor is not that good I know some compressors do seem to be a little more natural sounding however that is just preference it does what it needs to chicken picking or just crispening up your sound its plastic but nothing is unbreakable so use some sense don't hit it with a hammer or JUMP on it and you'll not break it I've had no problems with behringer but heard great things. The cost is so low anyhow so who cares anyhow.,1,sounds like its clone to me,1386892800,"12 13, 2013"
A3MXU3CH4BJ465,B0002CZVA0,J.A,"[0, 0]","Its a great pedal, sound really crunchy, I got a peavy vyper sometime I use this If I want a crunchy style, but the amp I got is really good and has its own distortion styles, I use the heavy metal config on this pedal, I recomend it to anyone... does not introduce noise, I run it on the stock battery, it still works, you can make your guitar sound like Metallica or Megadeth, of course it also depends on a lot of things, like pickups, amp, etc..., I also have a very old little peavey practice amp, this blows away the distortion that it has with less noise and gives it a new life.Listen to it on the Boss website, I heard to it and then I thought the sound was not going to be similar because of the equipment used by them, but it does sound really really close. regards. forgive my english... not from the U.S",1,Great,1299024000,"03 2, 2011"
A1CKZGG8OQ2DTS,B000B6FBA2,John Dziekan,"[0, 0]","Love this capo on my electric guitar.  I can adjust the tension for any position on the neck very easily.  Tried other more expensive capos, but this one is the Winner!",1,Planet Waves Capo,1334188800,"04 12, 2012"
A3IDC5FP52KJWJ,B0002F7IIK,Highmember,"[0, 0]","very good item if you are a musician you need it! cool for any bass, guitar and any instrument that fit into the hanger",1,very cool item! niceeee,1345766400,"08 24, 2012"
A2053ZJUGCKUA5,B0002H0A3S,LARRY,"[0, 0]",Extra Light gives good action for my small guitar. Not so hard on the fingers. Tone is not bad but not same as 11 or 12 gauge.,1,Good strings for my 3/4 size acoustic guitar,1373414400,"07 10, 2013"
A1NAA1R38JSNHV,B000068O3D,Josh Leger,"[0, 0]","Cables are cables. They usually all work. And with Amazon, you will always find the best deals for the same quality.",1,"Works good, good price",1357257600,"01 4, 2013"
A32264FNDHOH3Q,B002NG7DEK,"B. Hood ""alowishousrue""","[0, 0]","its just a basick thin leather strap, my only problem with it is it could be longer my bass sits to high with this strap set at its longest setting",0,its ok,1358380800,"01 17, 2013"
A1SD1C8XK3Z3V1,B007IHYBV2,"guitfiddleblue ""guitfiddleblue""","[0, 0]","We got this for my young son who enjoys reading in his bed prior to going to sleep at night. He really likes this light and it is bright enough for him to read by, but not too bright that it hurts his eyes. A good buy. I could see where this could be useful in other applications, like on a music stand, but it also makes a great reading lamp attached to a bed.",1,night light,1401840000,"06 4, 2014"
A2YGWCX3DQ6ER0,B000VJJQUU,Christian Morales,"[0, 1]",I buy this cable for my dj system and work great. i used a lot of time with my karaoke,1,very god cable,1356652800,"12 28, 2012"
A146H4KN4LFR60,B0002GJILE,angelfood,"[0, 0]","I'm using these on the mandolin. Perfect for clear loud picking. When I want a more gentle muted tone I use D'Andrea Pro 346.These are very tiny picks, much much smaller than pictured. I have very small hands so they work for me. They are not slippery which helps.",1,Try These On the Mandolin,1405036800,"07 11, 2014"
A1VOONTYYM0SDA,B002GYWBIM,Vensez,"[0, 0]","I've had the amp for 2 months or so now and love it. It's choice of effects is thorough for a beginner like me. I don't have the greatest guitar ever but the sounds from the amp are clean and crisp. The choice of effects is nice with reverb, tremolo, delay, among other less-useful effects. The auxillary jack is also a great addition. The amp looks nice with the chrome knobs and is very simple to use.",0,"Great amp, better price.",1344211200,"08 6, 2012"
A1OV2BH2S11KBA,B000RKVH0K,jsnchmpn,"[3, 4]","I wouldn't consider this a $30 backup mic, I would consider this a professional vocal mic.  Period.  This is a great mic!  Out of the box, it has a nice weight to it.  It sounds slightly hotter than say, a Shure SM58; which is why I like it so much.  I typically like to stand back from a mic when I sing live and this seems to work very well for my vocals with that technique.  I have also tested this mic with harmonica as well.  Seriously... I don't work for the company or have any ties whatsoever.  I'm just a dude in a band.  Trust me on this one.",1,"Perfect live vocal mic, perfect price!",1360281600,"02 8, 2013"
A1LQC225SE8UNI,B0002KZE7C,David Burch,"[0, 0]","Fender guitars are made for tinkering -- they are basically just lumber assembled with wood screws. At any given time I have a Fender guitar taken apart, and these little finishing screws replace the pickguard screws I inevitably lose. Don't get me wrong -- I am a die-hard Fenderista, but you gotta admit they are manufactured objects, not fine examples of the luthier's art. That's what makes them so much fun to play and modify.",1,Fits like the originals,1391904000,"02 9, 2014"
A28L530VL9GK5K,B00646MZHK,Rock Daisy,"[0, 0]","I had to get used to this tuner at first.  I have used a different brand up until this purchase.  An experienced guitar teacher recommended this one to me.  Glad he did, the price is way affordable on this site and it's really easy to use!",1,Great Guitar Tuner!,1383523200,"11 4, 2013"
A3MW5BXUOCCQV0,B0002M728Y,Laytonium,"[1, 1]","I bought these when I had to re-tube my Marshall JCM800 2203KK head. This is the only tube head I have played or had so I really cant tell you how they compare to other brands but these things rock. They are very good for metal/hard rock and have lasted a year now, while gigging and practicing weekly. I was recommended to JJ by a friend who only uses them and I will likely be doing the same. I paired them with the JJ KT88s and these things just rock.",1,JJ ECC83 Preamp Tube,1360022400,"02 5, 2013"
A38XYO1S5747MY,B003B01QL8,DELOS DUNN,"[0, 1]",These are great strings and were my favorite until I found Fender Pure Nickel strings.  Some may like the sound of these some may like the Pure Nickel,1,Made in the USA!,1386288000,"12 6, 2013"
A3I23DPVLDXAB2,B000RNB720,Dave,"[0, 0]","If you are using two or more pedal effects this should be on your standard equipment list  With the price of 9volt batteries you can't afford not to purchase this rig.  If you need it, there's enough wiring to have space between your pedals. But the wiring is thin enough to be able to stuff it into a crammed pedal board.  A great feature is the disconnect plug that gives you the ability to disconnect the wiring harness from the 9volt adapter  The 9volt adaptor comes with plenty of wire so you can have your pedals or board in a convenient position.",1,STANDARD EQUIPMENT,1400716800,"05 22, 2014"
AT09WGFUM934H,B0006NDF8A,John,"[1, 1]","I paid 10 dollars for this. It must be giving me cancer in the state of california because it's not cheap at all. Folds up for transport, works great on hardwood floors, padded where it needs to be, and has a strap so it doesn't fall forward either. Angle of the feet might be too shallow for carpet, look for something where the legs 'enter' the carpet more straight down.",1,CHEAP BUT NOT CHEAP.,1377907200,"08 31, 2013"
A126XEMCLHPBNZ,B0002E2GMY,cliff pierce,"[0, 0]",Another easy modification for my Indonesian Telecaster Squier. Better looks and function. Tuning is easier and holds longer than with stock sheet metal guides.,1,Fender American Series String Guides,1394064000,"03 6, 2014"
A1ARFA1NCN34UV,B0002KZDN2,almost I,"[0, 0]",I was messing around with the wiring in a MIM strat and I ended up melting the switch. So I ordered this one to replace it. Worked out perfect.,1,quick fix,1316563200,"09 21, 2011"
