reviewerID,asin,reviewerName,helpful,customer_review,customer_rating,customer_review_summary,unixReviewTime,reviewTime
A15TYOEWBQYF0X,B0002DURNK,"David W ""Dave""","[0, 0]","These are the Gold standard for all Strat type electrics, Fender or not.  I put these 150's on all of my Strats regardless of the brand.  They are durable enough to take a pounding and sound great.  I tend to play my Strats a bit rougher than my Gibson's or acoustics so these are well tested in my house.  I get a bit carried away with amp volume and tend to bend the strings a bit.  I will continue using these on all of my Strats until I find something better which I haven't yet.  I do use other strings on other types of guitars and you can see my reviews on those as well.These are bullet proof.  They take a pounding and last as long as you could expect!!!",5.0,A must have for all Strat type electrics,1391385600,"02 3, 2014"
A2YGWCX3DQ6ER0,B000CZ0RLK,Christian Morales,"[0, 0]",I tested in my friend recording studio and work really good trust me for the price it over the top,4.0,Great for the money,1353456000,"11 21, 2012"
ABEQJOG7TS8GT,B000KIRT74,John,"[1, 1]",this is a fun pedal and it really seems to work pretty good as far a getting tube like tones. Simple,5.0,this is fun,1300752000,"03 22, 2011"
A3CSSZ6U5J4YS5,B000RMQM4E,overbybr,"[0, 0]",These are great xlr cables. We run them form our board to our mains and they are excellent! I have several gls cables and have zero complaints.,5.0,"Flexible, durable, quiet",1362528000,"03 6, 2013"
A3UXW18DP4WSD6,B007K3EGXW,"Richard ""Richard""","[1, 1]","I have three uku, soprano, concert ( Love the best ) and a tenor,,  this brand of strings rocks.  enjoy",5.0,great,1394928000,"03 16, 2014"
A14JBDSWKPKTZA,B00BG6ZM0K,"Bob Feeser ""MillCrafters.com""","[8, 12]","Everything keeps improving, and getting better, faster, and cheaper, but at this price point their isn't one available that isn't a compromise in one way or another. First off if you are planning on buying the US-322 don't. Buy its bigger brother the US-366. Getting an optical connection and additional ins and outs for such a little bit more money, as well as 192k makes it a no-brainer. To get optical (on the 366 only) at this price is great, but the A/D D/A converters leave a bit to be desired. On the other hand the mic pres are pretty good, have distortion ratings, THD of only 0.0045% and with 24 Bit/192KHz recording make these the best sounding interfaces put out by Tascam to date.What I meant by a compromise is that even with interfaces that cost 3 to 5 times this price most of them have either good mic pres, and weak clocks, or vice versa, and some work with Windows but not so well with MAC and once again vice versa, etc. I researched interfaces for a long, long time, and considering non-crash reliability and a dozen other factors I finally sprung for anRME Fireface UFX USB 2.0 or Firewire High Performance audio interface 30 in, 30 out. Now that's an interface. I have been running it with Pro Tools 9 since 2011.Pro Tools 10- Professional audio recording and music creation softwareis out and Pro Tools 11 is now being released.So if you are looking for an inexpensive interface expect some compromises in one area or another. Rather than slam it out with performance specs under a microscope, I would rather provide a review helping those who are interested in setting up this Tascam US-322 or 366 so you can save a lot of time trying to figure it out. Sometimes a little help makes a huge difference in the amount of time saved. So what I did was load, and register the free and included Cubase LE6 complete with activation and eLicense registration and installation as well as installing the Tascam driver, and doing updates for both. I know a lot of the reviews here just downloaded a driver and used their existing DAW in order to test out the interface, and therefore they didn't need to spend much time with it. I don't blame them; the shortest distance between two points is a straight line. So get out a cup of coffee because installing this complete package doesn't happen in just one hour. So here goes...If you have Windows Vista you are probably out of luck because the system requirements list Windows XP, 7, and 8. I am sure the omission of Vista is not a mistake. I know myLogitech AudioHub Notebook Speakersare non-functional in my Vista laptop if you are running Windows Media Center in it as well. It works in Win 7 just fine. So I installed it in my desktop running Windows 7 64 bit and it gives you the option of installing in 32 or 64. In addition to Cubase LE 6 it also installed AI Elements 6 as well as Agent One Content, Groove Agent One, Vintage Beat Boxes, Steinberg Drum Loop Expansion 01 which took a good amount of time to load, as well as Steinberg Halion Sonic SE 64 bit for AI Elements. I then had to activate and register Cubase LE6 which involves installing the latest eLcc, creating a Steinberg account (which is free and they don't ask you for a credit card). They provide you with an activation code after you register.I have an iLok for Pro Tools which is a USB device that enables you to run the program. Cubase does not require that you have one, although they have an equivalent looking device, but fortunately they have a software based equivalent. They do this with an eLicense which you will then update to version 6.5.4.1122. There is an eLicense control setup and you have a Soft eLicenser number that you will use in order to generate the Activation Code generated at the Steinberg site. What came on my disc was version 6.05 which they instruct you to immediately do an update, which I did to version 6.07.So we install the Tascam interface next which comes on a separate DVD. Included with the interface is a 5 foot USB printer style cable. You will need to install the driver disc before connecting it to your computer. Windows 7 recognizes it but fails to automatically load a driver. So install the driver off of the disc first, and then do the update. It took at least 15 minutes to do that update. What flashed on the screen was 154 megabytes and then all you see is an install screen with a scrolling series of round objects moving. At first it says, ""This is going to take a long time"", and they were exactly right. It almost tempts you to think something is wrong, because nothing is happening other than the scrolling, and then finally after ten minutes or so a dialogue box comes up and says, ""Do you want to install?"" and you click continue, and then it comes up again in another minute, and this happens a few times, and then finally it changes over to an installation finished box. (I have Verizon FIOS and usually download huge amount of data in a flash). Then you reboot.Now this is important. Plug the US-322 directly into an available USB 2.0 port and not into a hub, even if it is a powered hub. It simply won't work. I tried it and the light wouldn't even come on indicating USB. When I went direct the interface lit up and it worked. The manuals also warn you not to use it with USB 1.1. The US-322 comes with a printed Quick Start Guide. There is also an owner's manual for both the Interface, and Cubase that are available either on the DVD, or by Googling the same and they come up as a PDF download. If you are new to setting up interfaces be prepared to do a good deal of reading. There is a driver to choose, input and output settings, as well as going into Windows Control Panel/Sound in order to choose the interface for playback, and recording. If you're new to these kinds of setups just take your time, and don't be dismayed if something doesn't work. All it takes is for one button to get pushed and Wahlah you have sound. For example in Cubase there is a monitoring button without it you won't get any sound from the headphones. If all else fails you can go to the Tascam web site by Googling Tascam US-322 and then click on the support tab, and they have a ""you pay for it"" phone call number in order to help you. Hope this helps.PS: The real killer deal right now is Avid Pro Tools 9 bundle with the MBox Mini which is another limited interface but you are getting Pro Tools 9. Plus purchases of this bundle made after 10/2011 that has pro tools 9 will be able to have a free upgrade to pro tools 10 if you register your product with Avid. Considering what Pro Tools goes for by itself, and what the MBox sells for individually, and the bundle even comes with the iLok you can sell it used for what you are paying for it, and even more than you are paying for it if you take advantage of the discounts I have seen pop up as much as 20% off the already low price. Then you have Pro Tools 9, and 10 full blown versions, none of this LE stuff, and an interface, and can grow from there. This Tascam interface works great with Pro Tools. These Pro Tools 9 bundles are discounted to make way for 11, and I am seeing music stores running out of them. They are clearing the shelves preparing for 11, but it has bugs. I rarely purchase totally new versions until they have time to season some, and get feedback from users. After some time, and more updates, I will be browsing the shelves for discounts on the upgrade to 11; maybe in another year. PT 9 is all I need.",4.0,Setup Tips. If You are New to a DAW and Interface Hopefully This Will Be of Some Help,1368576000,"05 15, 2013"
A5ZS85C5V40S8,B000VBH2IG,S. Graf,"[0, 0]",Excellent Sound quality.Very functional and easy to work with.Small enough to take along.It is my most used Gear in my life right now. I don't want anything else.,5.0,Excellent overall value!,1235347200,"02 23, 2009"
AXP9CF1UTFRSU,B005CX4GLE,tada,"[0, 0]","Wanted to hang my guitars on the wall.  These Hooks are padded, and rotate a little.  Provides a strong, non damaging support for some fine guitars.  The difficulty in installing was I wanted them to be screwed into a solid wall stud.  I had to attach them to a wood board, that I attached to the wall.  This also provided a additiional 3/4&#34; separation from the wall.  The guitars are less likely to bang on the wall.",5.0,I bought 3,1397606400,"04 16, 2014"
A1RI71C4IQZZGF,B000Y30NAA,legendery-sound.,"[1, 2]","hey rockers!!!  DON'T HESITATE BUY IT bEHRINGER IS A GREAT EFFECT IT IS MADE IN GERMANY ,, THAT SHOULD EXPLAIN ITS ENGINEERING ,, THE ONLY BAD THING IS THAT IS PLASTIC,, BUT DON'T LET THAT FULL UR EAR!!! THE effects put out same as some of the older brands ,,, i trust Behringer , i get more in tone and sound then what i payed for 100%,,,, this chorus is a wonderful effect and has a lot of color to the tone this effect is made well with thought behind it ,, and versatility as well... i say buy it. iv been using all kinds of brand effects ,, and at the end of the day like everything else you pay for the name,, and some times what u get may not value its name ,, that's why behringer proves that with its effects ..",4.0,[...],1339718400,"06 15, 2012"
A2W3CLAYZLDPTV,B001EL6I8W,"Amazon Customer ""=Chris=""","[0, 0]","I've been playing guitar for over 10 years and decided to take up ukulele as an extra little hobby.This one is pretty decent, especially at the price point. Not exactly the pinnacle of quality, but good enough to learn on and it comes with a case and a booklet with some basic songs and a chord chart. It doesn't seem to drop tuning enough to be too bad of a nuisance, but if I haven't picked it up for a few days it does need some tweaking.",4.0,Decent starter uke,1341187200,"07 2, 2012"
A24VMSBJAWFRCP,B0002M728Y,Shawn,"[0, 0]","Throw this bad boy in anything and it will make a world of difference, particularly if the tube being replaced was a cheap tube.",5.0,A perfect replacement!,1403395200,"06 22, 2014"
A3RPTP7XINQSKI,B0002Z2CZY,KP,"[0, 0]","I purchased these to use with my mandolin. They are ok.  I personally prefer a little stiffer pick, but my kids have been using them with their Uke's so all in all not a bad purchase.",4.0,These are ok!,1363132800,"03 13, 2013"
AEWYUPCNDV7HY,B003XDUAOM,"Modern Blue Argonaut ""No I do not have a shoe...","[0, 2]","This microphone only records in mono, and if you're unsure of what that means, it doesn't capture sound to it's full potential, and doesn't create a left/right feeling. All recordings sound like it is coming from just one direction, and though this is useful for some things such as podcasts, I wouldn't recommend it to a musician looking for great voice quality. It looks nice, and it would b e great for a Skype call, but it really wasn't what I was expecting when i opened the box up and tested it out. If you're looking for a mono microphone, this is however a very good mono microphone.",3.0,"It's okay, I have better",1368489600,"05 14, 2013"
A3H4PZB9PGMWAA,B000RW2DUQ,Pen Name,"[0, 0]",Sound 95% like the boss mt-2 just not as clear as boss pedal. Sounds like it belongs to 80's trash metal didn't really do me to good with modern death or thrash metal,4.0,Sound 95% like the boss mt-2 just not as clear as boss ...,1404172800,"07 1, 2014"
ATJQOAUHB5XB8,B000EEJF4O,B. Shumway,"[0, 0]",I used this on the fretboards of my electrics and acoustics. It was easy to clean and left the wood feeling soft and polished without that slick feeling that other oils do. Highly recommended,5.0,Cleaned up my necks nicely,1343260800,"07 26, 2012"
A1JNNQAUI5FZV,B003W47NII,Cliff,"[0, 0]",Works perfectly with iphone and ipad.  The app that comes with it seems to be very sound and well designed.  My only complaint is that the product itself seems incredibly empty and fragile since there is no weight to it.  But it hasn't broke yet and it might never break.  Works perfectly with ear buds with mic/controller.  Great idea!,4.0,Very innovative,1360108800,"02 6, 2013"
A1VG6TG6LKBPKP,B0002E1O2W,"Dr Jay ""ljison""","[0, 0]","I tend to sweat when I play, so coated strings are a necessity for me.  These are as good as any coated string on the market, I prefer the thinner coating and super light strings.  Everyone has their preferences so you should try a few different gauges and manufacturers until you find your favorite string. These provide an nice smooth feel while providing excellent tone and they last reasonably well.  Of course that depends on your playing style and how much your fingers sweat when you play!  Oh, and do yourself a favor and store your guitars in their cases when you are not playing them.  The guitar and the strings will last longer and thank you for it.",5.0,work well for me,1380844800,"10 4, 2013"
A1EMD22HC94SI1,B0002D0CKI,"D. Dulin ""Dave D""","[2, 3]","These  picks  R awsome!  I have tremmors  in my  hands  and have a hard thime with pick control.....They Have a Gell  center,  Whitch  tingles,  It feels like muscles are activating in Your Hand  GREAT THERAPUTIC PICKI seem to do better with controll picks rather then ordinary picks.These  picks have a indentation so U know where put UR thumb and index fingerThey really Do what they say....If U have hand problems,  try these.....they really work.",5.0,Love these,1298505600,"02 24, 2011"
AB0XOMFCYELCK,B0018TG8HQ,S. Griffith,"[0, 0]","It's perfect for what it does and that is to hold your amp and tilt it a bit toward the ceiling.  Great price, great stand.  What more do I need to say???",5.0,A great stand...,1356480000,"12 26, 2012"
A1UKMEC156SHOD,B001EC5ECW,michael king,"[0, 0]",I really like the foot-switch. Seems well made for the price and works as advertised. I just needed something to change channels on my Fender Super Champ XD.,4.0,Good Product,1385164800,"11 23, 2013"
A1C92SAQFUBJSZ,B000EEK4VM,"Ell Bee ""Lin""","[0, 0]","And that's all I've got to say about it. It hasn't stuck, broken, or slipped in any of the string-changes I've used it for. Costs a little extra, but well worth that price. You'll need a new one about every ten years or so.",5.0,"Basic, but does the job excellently well",1355616000,"12 16, 2012"
A346EQ2V4W531N,B0002D0CGM,"Shannon V ""sjveb""","[0, 0]",ive been using dunlop nylon standard picks since the early 80s. they have never let me down. very comfortable in the hand.,4.0,great product,1373414400,"07 10, 2013"
A3SUC2DJYHUU9Y,B0002E2GMY,NPunk42,"[0, 0]","Meh, these things are what they are. They didn't solve any problems or make anything better.  Oh well, sometimes you just gotta do stuff for no reason.",3.0,Maybe what you really need is a new set of strings...,1385683200,"11 29, 2013"
A5I7XOLQRH9YE,B0002D0DWK,Corbin,"[0, 0]",This has saved my bass drum head from many holes. Also has no affect on sound of bass drum.Would recommend.,5.0,Works great,1403568000,"06 24, 2014"
AA8SWH4Y5SN8H,B002N4GBLI,S. Grider,"[0, 0]","Just got this. It is my first pedal of any sort. It has many tones and a library of other settings I can play with. I just plug in my headphones and I am off in my own world when I play. I can change the sound of the guitar to match whatever I want, or at least get close to what I want. I see myself using this for a good while before I need to upgrade. This also came with an AC adapter, even though the box said it didn't.",5.0,Pretty Nice,1340064000,"06 19, 2012"
A1AOD8N6LJYHBU,B000EEJ8IM,realsteel,"[0, 0]","Fast delivery, and exactly as advertised.  Put it to work making music within minutes.  The steel gives a clearer sound than the glass  bottle slides,  but you need both.  Good product.",5.0,"Nice, very nice",1355529600,"12 15, 2012"
A3HKWOC783B7PL,B001PGXHYO,Darren,"[0, 0]","I once bought a guitar case that came with a variety pack (from light to heavy) of Planet Waves picks. Since then, I've used nothing else.I've found that the light picks, (.50mm) are perfect for me. These obviously don't last as long as thicker picks, (but still last a very long time), and they suit my playing style and the type of music I play better. The picks are comfortable to hold and are attractively designed in a faux mother-of-pearl style. I'll definitely continue to buy this brand in the future.",5.0,Durable and attractive.,1376179200,"08 11, 2013"
A3GOS8Y7DV0E4X,B0009RLE5Y,Ed Figueroa,"[0, 0]","It's a short boom, but it works great. I really like the way it locks with interlocking teeth rather than simply tightening.",4.0,Locks great,1396828800,"04 7, 2014"
A3KNGMX2RVQG91,B003B0I09Y,Richard R,"[0, 0]","Excellent stand light. Provides a cool, bright, clean white light and will cover three or four pages.A  &#34;must-have&#34; if you play in pits or other dimly-lit venues.Get it!",5.0,"Mighty Bright Orchestra Light, with Adapter and Bag",1354665600,"12 5, 2012"
A2HIRKOAFQQLBE,B000GUR8V8,The Bluescaster,"[1, 1]","I'm in a situation where I have to sit to play due to hip problems, and it has been tough finding the right on stage seat.  For me, a stool is too high, and a folding chair too low, plus I need something that folds in with my other equipment.On it's tallest setting, this gives me the exact height I need. I'm 6', so it might not be high enough for a very tall person.It is also sturdy, I'm very animated when I play, and the support feels solid after several gigs of 2 to 3 hours. The cushioning is nice and thick as well.",5.0,Very good support,1388620800,"01 2, 2014"
A1QN075G0OKBWJ,B0010CAEFS,Joe Bouler,"[1, 2]",I've been using HOSA cables for quite a few years and find them to be professional quality and very dependable without being overpriced. I particularly like the right angle plug. It works well on most guitars except Strats and Strat style guitars. That's still not a problem because I simply put the right angle plug in the amp and the straight plug in the guitar. This cable is far more flexible than plastic coated cables. I'm very pleased with it and recommend it.,5.0,Very Flexible,1368057600,"05 9, 2013"
A7IBOCJ0K4V8C,B0002H02IG,J. Walker,"[0, 0]",The Planet Waves instrument cables have a nice heft to them and click firmly into the amp/instrument.I have had no problems with them at all.The attached elastic tie down that comes with these custom cables makes it easy to coil the cables for storage.5 stars.,5.0,Good instrument cables.,1390435200,"01 23, 2014"
A3RPDN9247BQHK,B0002IHGZC,Nike,"[0, 0]",Come with all cables needed.Solid and very much worth the money im very happy with this purchase no regrets at all.,5.0,Great!,1390435200,"01 23, 2014"
A1GMWTGXW682GB,B000BYPJ1U,MetalFan,"[1, 1]",Herco is a Jim Dunlop company and this little humidifier was suggested to me through someone who has used them for awhile. Dunlop is a trusted brand in guitar maintenance for the most part. I wanted to stay away from the typical humidifiers due to their tendencies to leak and stain the guitar wood. I have used this for a few weeks now and it still remians moist. The product came fast and the instructions are straight forward. I may order another if this one performs well.,4.0,Cheap and hopefully effective.,1325548800,"01 3, 2012"
AKHWZ3S1UVZAO,B003BGO2OK,Hagen LeBray,"[1, 1]","Unquestionably a top-of-the-line manual string winder, but still the user must careful not to scratch a guitar's headstock.  On some tuners this might work great, but on various of mine, still sloppy.  For now I'll stick with good old fashioned fingers and thumb.",3.0,Very Well Made Winder,1402617600,"06 13, 2014"
A5MC7LP0ZBO4Q,B0002E1G5C,Lets.Be.Reasonable.,"[0, 0]","A lil awkward for some. But works perfect for me. Like any other tool, it doesn't always fit or please everybody. But I'm a big fan of all-in-ones. So this is a more compact option for me & less clutter inside my guitar case pocket.",5.0,Great winder.,1397088000,"04 10, 2014"
AYQCAPXJ81XTN,B0002D02IU,paul day,"[28, 29]","this thing plays great!!  action is low but does not buzz, very easy to chord.i highly recomend this guitar.",5.0,WOW!!!!!!!!!,1291852800,"12 9, 2010"
A1HTV2563HTSQV,B0007ORM0K,prsjames,"[3, 3]",I placed these on my usa made ovation baladeer. Stays in tune well and does a better job than the stock Ping tuners. This is the industry standard and you wont be disqppointed. To those who say it doesnt stay in tune should have their guitar's bridge checked as flaws in the bridge can cause problems in tuning.,5.0,stays in tune,1334966400,"04 21, 2012"
A1C92SAQFUBJSZ,B004GYM7IE,"Ell Bee ""Lin""","[3, 3]","This product has a quiet metronome; in a playing environment, it won't be easy to hear. The tuner works on a mic, and that too will be easily overwhelmed in a social environment.That said, it's lovely to see the strings ""true in."" Makes even first tune-up easy. This accuracy will greatly help to tune the student's ear, making ""by-ear"" tuning possible sooner.Pretty nice. Hate the color.  Oh well.",4.0,Very much okay for a student tuner-metronome,1348876800,"09 29, 2012"
A2QDVOUXE4PYIM,B000B6DHB2,"Gomer ""me""","[1, 1]","i knew it would be small but i wasn't thinking this small, ,it shore is cute,, good enough for now ,but not for the long-run,, shore its loud for the size but, it rattles when you turn it up and amps slides  from vibration,,if you keep it on lower sound its fine, this is only for temporary use for me. its an ok tiny mini little amp  (for it's size its good,) don't exspect a fender amp thats all,",4.0,"mini amp that it is ,",1326240000,"01 11, 2012"
A3W2VF6D09B2RN,B000B6FBA2,jesw,"[0, 0]",My eleven year old guitar player is very happy with this capo. It's easy for him to use and adjust.,5.0,Good capo,1395014400,"03 17, 2014"
A1LHKVHP38M046,B0002E2KPC,J. Puentes,"[0, 0]","As capos go, this gets the job done at a good price. Easy to use. Doesn't seem to put undue pressure on the guitar.",5.0,Good capo,1370390400,"06 5, 2013"
A14XXL4GMWSI47,B0002II6V0,"Daryl J. Healey ""Daryl""","[1, 2]","I really wanted this to work, but it doesn't.  Don't bother,it doesn't mute the strings at all.  One star, just for it getting here on time.",1.0,Glaesel Violin Mute,1384300800,"11 13, 2013"
A1VFUMY02HJIFY,B0002GYW4C,D. Dreifus,"[0, 1]","Scratch free, durable, machine washable. I use it dry to wipe down the acoustic guitar strings after each time playing and the tone lasts much, much longer. You place the cloth next to a string, then hook your little finger under and pull up so the cloth surrounds the lower surfaces, sides and top of the string, then pressing it in around the string slide up and down the full length a couple of times, then repeat on the remaining strings. I then slip it under the strings and sort of buff the fingerboard, then wipe down the surface of the guitar and tuning keys. Takes a matter of moments and works great. Then once every week or two, it just goes in with the laundry, comes out perfectly clean again.Polyester microfiber is kind of an unusual fabric. It is fully synthetic and water will bead up on the surface, but it works well for polishing. If I'm using carnuba wax, I use a 100% cotton towel to remove it, but for dry polishing wouldn't be without one for each guitar.",5.0,Works great,1382054400,"10 18, 2013"
A1ROUMJOGO4QMB,B000EEJE4K,Steve,"[7, 7]","I wear a large sized glove, so assuming that would translate, I got these.  While I can force it over my thumb, it is very tight and uncomfortable (i.e., pinches).  My thumbs don't have a particularly excessive diameter either.  I'm gonna try to heat these so I can stretch them a bit.  I know they need to be snug so the pick doesn't rotate when being used, but this is ridiculous.  Three stars because if they fit you, it is a nice pick (it would be 5 if they were described correctly for sizing).",3.0,Large just ain't LARGE!,1290816000,"11 27, 2010"
A1NAA1R38JSNHV,B0002CZVA0,Josh Leger,"[0, 0]","BY FAR the best distortion pedal out there. No doubt about that. Several of my friends use this pedal, and they all love it. I also see many popular bands using this distortion pedal. It's great for medal. It have a nice punch to it along with a great &#34;cut&#34; so you're palm mutes don't blend into each other like other pedals. There are several knobs offering seemingly unlimited combinations. AMAZING",5.0,BEST PEDAL BY FAR,1395273600,"03 20, 2014"
A1Y8BQ5R1SGGVD,B004OU2IQG,Gregg Bergman,"[0, 0]","Works great, sounds great, it's a bit on the large side but is solidly built and simple to operate. Tascam rocks.",5.0,Bit on the plasticy side but is really built quite well.,1376265600,"08 12, 2013"
A2YQTEPCGZ5N7J,B005T800V2,Don B,"[0, 0]","Good quality, seem durable enough. Sure there are better cables out there, but for the price, these are hard to beat.",5.0,Works great & priced right,1381968000,"10 17, 2013"
A3M48SSAOTBSMW,B003JJQMD8,"L. Rapoport ""lenrapp""","[0, 0]","I am president of the International Press Association a global organization of photographers, videographers and journalists.  We have been teaching our members to convert from shooting stills to videos on their DSLR cameras. I needed this cord and a shorter one for an important assignment on a cruise ship and these guys came through in time for me to use both cords.  You can see them in use at our online publication IMPress in this article and video.  Thanks guys will be shopping with you again.[...]",5.0,"Fast service, great product and fab price!",1360281600,"02 8, 2013"
A1K3NQAO49LXL2,B001QJGYIG,"Surferofromantica ""S.O.R.""","[0, 0]","A very nice pick, both in feel, texture and design. I picked it up and started strumming and immediately felt something different - something smoother and more comfortable, more natural. I'm very satisfied with this pick! There's a cheeky little message on the label, &#34;Warning: may improve your playing&#34; and that's no joke! Only complaint is that it's fairly small - about the size of a Canadian or US five cent piece, where most of your typical guitar pick are bigger - about the size of a 25 cent piece. But that's okay. I got this the same time as I got a set of Jim Dunlop 427P3 Dun Ultex Jazz III, the yellowish ones, and the Dunlop Max Grip Jazz III Carbon Fiber Guitar Picks, and I think I like this one the best. All three are &#34;tight grip&#34; picks, and all the same size, but I'd say that I like this one the best of the three (they're all good, though - I'd rate the 427P3 next-best, and the Jazz III Carbon Fiber next after that).One complaint - they sent mine in a bloody great big oversized padded envelope suitable for CDs. Kind of overkill, if you ask me, for only six picks, but I shouldn't complain - they arrived in great condition!!!",5.0,"Great pick with a nice tight grip, excellent strumming - a bit small, though, about as big as a nickel",1393632000,"03 1, 2014"
A1BZHWOFQ9W3BP,B000TGSM6E,"bean ""kenny beanblossom""","[0, 0]",i started useing these about 3 yrs ago they are worth the investmentthere grat for a long performance takes alot of pressure off the shoulderif you have never used one befor try it you will like it,5.0,this is a good investment,1352332800,"11 8, 2012"
