id,brand,manufacturer,name,customer_rating,customer_review,review_title
AVpfODXeilAPnD_xXeUd,Amazon,,Replacement Remote for Amazon Fire TV Stick,0.0,"I don't know what's wrong with fire tv remotes, but they tend to malfunction after a while. I have no intention of buying another one, when the replacement remote breaks again, I'm done with amazon fire tv and will look for another provider. Unless amazon gives me a free remote",Amazon fire tv remote sucks!
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"I have the Amazon Tap (which I purchased at Best Buy about a month ago) and love it so much I bought one for my son and his family. They love it, too!",Great Product!
AVsRjfwAU2_QcyX9PHqe,Amazon,Amazon,Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,0.0,My adaptor doesn't work. Maybe I'm doing something wrong but there are no instructions. It looks pretty simple. So it just simply doesn't work.,It DOESN'T Work One person found this helpful. Was this review helpful to you Yes No
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"If you want a certain level of privacy and at the same time a speech enabled assistant, then this is the product for you. The Tap only listens to your, when you push the ""button, otherwise it is deaf to its surroundings. You get the awesome power of Alexa, provided by Amazon, and no worries about anyone listening to you surreptitiously.",Privacy + Alexa = Awesome
AV1T19k3GV-KLJ3adSMS,Amazon,,Certified Refurbished Kindle E-reader - Black,0.0,"DON'T BUY a reburbished Kindle. I've had to return them, twice. Apparently, Amazon's definition of refurbish is to take a Kindle with some problem or defect, simply repackage it and send out again to see if some different customer might take it off their hands.Both times, the 'refurbished' Kindles shorted out in different ways. The Kindles especially liked to misfunction while I was in the middle of working out at the gym.",Don't buy a refurbished Kindle!
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,I purchased the Amazon Tap when it was on sale for around $80. The sound is amazing (unlike my Amazon Echo it has stereo speakers!) and the battery life is great! It has Wi-Fi and Bluetooth so you can stream from the internet or from your mobile device. Highly recommended!,Amazing Sound and great Battery Life!
AVsRilrqnnc1JgDc34jd,Amazon,,Alexa Voice Remote for Amazon Echo and Echo Dot,0.0,"As good as the Echo is, the Echo Voice Remote seems to leave much to be desired. Whereas the Echo Dot recognizes my voice immediately and correctly interprets my commands consistently, the Voice Remote is far less likely to do so. Sometimes I'm not even heard at all. I often have to repeat commands several times before the Echo responds to me. Plus the volume control on the remote is slow to respond. And I don't mean a millisecond slow. The volume won't change for several seconds after the button is pushed.Yes, this is the New Generation Voice Remote.Aha! You say. You must be too far away from the Echo Dot.Granted, I am on the other side of the house when I use the Voice Remote. However, that doesn't explain why the shuffle button works immediately and correctly--every time. Plus doesn't Amazon brag on the device's great range If it was a distance problem, wouldn't the shuffle button have the same connectivity issue No, either I have a bad remote or the Voice Remote doesn't work as effectively and effortlessly as the Echo Dot itself. That's too bad.*** UPDATE ***I discovered that there is a trick to being understood when you use the Voice Remote, but it also comes with a gotcha. When you press down and hold the Talk Button on the Voice Remote, it's the equivalent of using the wake word on the Echo itself (Alexa, for example.) Since you can't see the LEDs on the Echo respond to the wake word, the Echo makes a tone to let you know that it's listening. There is a second a different acknowledgement tone after you release the Talk button. The Echo now knows that you have finished with your command or question.Read more","Has Trouble Understanding Commands, Volume Control Slow to Respond"
AVzRloqLGV-KLJ3aavBd,Amazon,,All-New Amazon Fire 7 Tablet Case (7th Generation,0.0,"Still not really in love with the new Kindle itself (on the fence about returning it), but this case is just horrid. It says it stands, it doesn't. It just collapses no matter position it's in. It's flimsy and scratchy and does just about nothing. Complete waste of money.",Huge step down from the older version
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,I like buying things that work as advertised. This does.Although it does not respond as well to my wife's commands. Hmmm...,Works as promised
AV3atCk2glJLPUi8SQna,Amazon,,Amazon Echo Dot Case (fits Echo Dot 2nd Generation only) - Merlot Leather,1.0,"I am thoroughly impressed with my Echo Dot and this case takes it to the next level by appearing as a much higher end product vs. a nerdy plastic computer sitting on your kitchen countertop. The construction is solid and it is slightly lifted to still allow audio access from the bottom of the Echo. This case/cover will give your Echo the needed extra touch allowing it to blend in, but still offer the great functionality of Alexa.",The Extra Touch
AVpfLiCSilAPnD_xWpk_,Amazon,Amazon,Amazon Fire TV,0.0,"I like it but the most used app is Netflix. This Netflix app version is older and a pain to use. Why they have this outdated one, doesn't make any sense.",Outdated Netflix
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"I couldn't decide on which one to buy. They all do the same things, but ended up buying the tap which is portable. I take it on my deck with a cup of coffee and listen to the music I put in through pandora and iheart radio. I absolutely love it, and so does my husband.",Love it!!!!
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0.0,I was not overly impressed with this system. I didn't realize you have to buy Amazon prime in order to use the functions. It didn't connect easily to my phone. It wouldn't just stream music saved on my iPhone. I had to download a music app and then load my music into the app. It wouldn't work. Way too much work and added expenses in order to use. Wasn't happy with that so I returned it and purchased a jbl portable Bluetooth speaker.,I returned this product
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"I didn't want something that was always monitoring room conversations. This appears to only listen when I tap it, and that is much more acceptable to me. Works great. :-)",I really like it
AVpge-anilAPnD_xtDVf,Amazon,AMDSI,Amazon Premium Headphones,1.0,"(The volume does not work with the iPhones. Please, if you have an iPhone, do your research before buying them, e.g. first line of product description. These work WELL for androids)I wanted to give these headphones a try, so I preordered them at the end of June. They finally came today and I got to try them out.FEEL: They feel like the Apple EarPods headphones when its in your ear. For me, it's very comfortable. I haven't had a chance to keep them in all day, but I've had them in for 30 minutes to an hour at a time.AUDIO: I'm not a complete audiophile, but I do like the occasional nice set of headphones. If you're thinking these are a nice set of headphones, then don't even think about ordering.I guess I would say they're pretty similar in sound to the EarPods, but I would definitely give these a step up from the apple headphones. Hands down.One thing I did love about the EarPods, was that I could still hear everything around me while I had both headphones in. These are the same way. Some may not like it, but I think it's perfect for use around the house, at work, or even for working out. I like for the fact I can still hear things going around me. If the ambient noise is too loud, just turn up the volume.I do want to say, that so far, they seem to have good lows and mids. It's pretty crisp in sound. The bass isn't too bad either. It's not like a Skullcandy set of headphones, but the bass IS there (honestly better than I would have expected for these headphones)LOOKS: I love the black look. Tangle free cord is very nice to have, and I also found it interesting how the section above the controls are the regular thin cables to make it lighter when dangling.Read more",I would say these are the 'go-to' headphones for everyday use 343 people found this helpful. Was this review helpful to you Yes No
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,This item is exactly what I was looking for. It is a perfect size for home or travel. It is very loud for its size.,Excellent
AVpjWh8e1cnluZ0-Vy0O,Amazon,,Fire HD 6 Tablet,1.0,"If you read my Fire TV review you know that I am tough on Amazon when it comes to their own items. It needs to deliver quality for the price point to earn stars from me. Please take the time to read my entire review and feel free to ask questions. I will do my best to respond to them as I can and update the review to reflect those answers and other things I discover along the way.First my background. I own many Amazon Kindles (bw, Fire gen2, Fire gen3) as well as Apple Ipad (gen 4), Samsung Note 3 and have an LG G2 smartphone (had a Samsung S4 before that), notebooks, chromebooks, etc. I have also used many other products including the Fire HDX line. I have a solid computer background as well but honestly I am more of a casual user when it comes to tablets like this one.Amazon has changed many things over the life of the Fire product line. Adding and removing features (like cameras--the first generation had one but the second generation removed them but not they are back).They are all useful devices but each one has its own niche so to speak so make sure whatever you get has the features that are important to you.Now to this model. This is like a big smartphone--which is a big difference from past kindles. It is more compact, lighter and yet still very usable. In fact for me, the shrinking of size increases the usefulness. I find that I use my smartphone way more than my tablets--even the smaller Fire HD and Samsung Note tablets so I am expecting this to replace more of that on the couch usage which is great since it so much less expensive than most smartphones. That means you can feel less bad about scratches that might occur or the accidental drops. (I am guilty of both.Read more","The single best value Fire in the entire line. Skip the Fire 7 and get the Fire 6 instead! 11,"
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0.0,"the speaker voice quality is terrible compare the similar size my logitech UE BOOM.the price is too high, even I got on promotion with $79","terrible product,bad voice quality"
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,Really enjoy the interface and how integrate with the amazon music service .....great,Great device
AVpfLiCSilAPnD_xWpk_,Amazon,Amazon,Amazon Fire TV,0.0,"I would have rated this higher (4 stars) but I am taking off 2 stars for not having an 'off' or a 'sleep mode' button. It is supposed to go to sleep after 30 minutes but mine has not gone to sleep much since plugging it in a few days ago. So far it is only a slight improvement over my LG blu-ray players which allows me to watch amazon videos. I only see a few Interesting games so I will continue using my Xbox and my Kindle tablets until more games are available. For the price, I could have waited.",No Off Button
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,Love the fact that it has a rechargeable battery and can be moved with no issues for listening in other rooms. Has a decent amount of Bass for the size.,Great product with good bass for the price.
AVpfODXeilAPnD_xXeUd,Amazon,,Replacement Remote for Amazon Fire TV Stick,0.0,"Remote didn't work, did all the troubleshooting to connect, sent me a replacement remote that didn't fix it, and then when I sent the replacement remote, they couldn't find it and charged me anyway. Very disappointed.",Very disappointed.
AVpfBEWcilAPnD_xTGb7,Amazon,Amazon,Kindle Keyboard,1.0,"UPDATE NOVEMBER 2011:My review is now over a year old, as is the Kindle Keyboard as Amazon calls it now. There are newer models: the basic, cheapie Kindle and the Kindle Touch, and of course the Kindle Fire quasi-tablet.Each of these models is an excellent choice. Whichever one is right for you just depends on your preferences.The 3 e-ink Kindles are Kindle Keyboard (this one), Kindle Touch (the newest flagship model), and the basic Kindle. All 3 of them have EXACTLY THE SAME 6 DISPLAY, with the same sharp typeface and high contrast that reads like ink on paper with no eyestrain. The Kindle Keyboard is the oldest of these models, and I got one of the first ones when they came out in August 2010.I still absolutely LOVE my Kindle Keyboard and use it almost every day. I have read dozens of books on it. I like the newer models, they have some neat features, but the experience of reading a book on them is no better or worse than on my 1-year-old Kindle Keyboard. Page turns are now smoother and faster on the newest Kindles, but the difference is not enough to make it worth the cost of upgrading, in my opinion.The touch-screen interface of the Kindle Touch is pretty neat. But, unlike my iPad, I only use my Kindle to read books, and reading books is just as nice on any of the current Kindle models. I don't consider the touch screen a must have feature, and I'm normally obsessed with having the latest version of every tech product I own.For that reason, I think the cheapest Kindle is an excellent choice.Read more","Kindle vs. Nook (updated) 31,885 people found this helpful. Was this review helpful to you Yes No"
AVph_N4z1cnluZ0-IkrF,Moshi,Amazon,Moshi Anti-Glare No Bubble Screen Protector for the Fire Phone,0.0,"This was a complete waste of 24. I read reviews and thought the product was better than a thin piece of sticky plastic. Lasted about one week. And my husband is not a frequent user of his cellphone, either. So for someone who carries cell with them and uses daily will probably last a day or so.",a piece of plastic!
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"This speaker has a great sound and its perfect to take out on the patio or in any room that I am in. The tap is annoying compared to the Echo with voice activation, but the wireless features makes the purchase worth it.",Perfect to play music
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0.0,Has a very good Bluetooth speakers sound quality is good but otherwise she's pretty useless when it comes to get answering questions,Good Bluetooth speaker
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,0.0,"This is fun but would not buy again. Not very informative. Keeps say ""I do not understand your question. """,A little fun but not very useful
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"The Amazon Tap puts out an impressive amount of sound for such a small device. A few things to note if you're not familiar with the Tap or haven't seen it in person:- It's roughly the size of a glass of water- By default, you do have to press the microphone button to talk to Alexa, but as of an update released on Feb 17th, 2017 there is an option in the Alexa app to make the Tap always listen without pushing the button (at the expense of battery life)- The speaker grille is not metal, though it looks like it in pictures. It's a mesh fabric, similar to what you'd feel on the end of some speaker grilles and micrphones. It's firm and comfortable to hold, but if you push hard enough it does flex. - Using a sling or other case will most likely not allow you to use the charging dock, as there is very little room between the tap and the dock for any kind of case.- You can charge the Tap using either the included dock or by plugging any micro USB cable (one is included) into the back of the speaker.",Excellent Sound in a Small Package
AVpfo9ukilAPnD_xfhuj,Amazon,,Alexa Voice Remote for Amazon Fire TV and Fire TV Stick,0.0,"I am now having to order my third remote because it randomly dies for no reason. Replacing batteries, attempting to resynch, etc... don't work. It reaches a point where it just stops functioning.On the positive, I love that it's bluetooth and I can use it anywhere in the room without having to point it right at the Fire box.",On my third replacement remote...
AVpjWh8e1cnluZ0-Vy0O,Amazon,,Fire HD 6 Tablet,1.0,"I'll preface this by saying that I own an iPad, and was not expecting a 99 tablet to perform at anywhere near that level. I have followed the early reviews closely, and after seeing enough satisfied customers, I figured I'd give the Kindle Fire HD 6 a try. I chose the base 8 GB with special offers and my plan was to use it as a secondary e-reader and a secondary or even tertiary vehicle for internet access. What I've found is a powerful little tablet, so far completely free of the bugs and laggy speeds mentioned in the early reviews. In fact, performance has so exceeded expectations that I consider this perhaps the year's best purchase.First off the look is nice. It's sleek, (I ordered the black model) and though actually quite a bit heavier than I'd imagined, it's not heavy enough to be considered a negative. The display is fantastic, and its quality was the first big surprise. The touch screen performs incredibly well, and to this point, I have experienced immediate response. To the point where I have to say touch response so far is indistinguishable from my iPad. Based on early reviews, this was not the case, so I have been quite pleasantly surprised. The Fire is very user friendly and easy to intuit. For those who do not feel confident with navigation of a new device, there is an immediate onscreen tutorial (with an option to skip) to guide you.I first checked out the e-reader function. My books loaded immediately and easily from the cloud and I really like the functionality of the reader.Read more","Unreal performance for 99! I couldn't be happier. 5,854 people found this helpful. Was this review helpful to you Yes No"
AVpg4dIu1cnluZ0-7fWM,Amazon,,Kindle Paperwhite 3G,1.0,"Review updated September 17, 2015As a background, I am a retired Information Systems professional and I am writing this review from the perspective of being a long-time Kindle user. I have all the current e-readers and Fire devices from Amazon including the basic Kindle, the 2013, 2014 and new 2015 Paperwhite, the Fire HD6, Fire HD7, Fire HDX7 and Fire HDX8.9. This review is for the 2015 All-New Kindle Paperwhite. The attached picture shows the 2014 Kindle on the left and the new 2015 Kindle on the right. Here is the summary of my initial impressions of the 2015 model versus the 2014 model.I am somewhat disappointed in the 2015 version as there is not a huge improvement over last years model. The Paperwhite made many improvements from its original first generation 2012 model to its second generation 2013 model, especially in the display and processor area. The 2013 model came with 2 GB storage, a wonderful display, a great battery and was the e-book workhorse. The second generation 2014 model changed by only increasing storage to 4 GB. The third generation 2015 model increased the display resolution but reduced the battery life slightly.WHAT COMES IN THE BOX: A Paperwhite device, a quick-start guide and a short USB cord. Amazon still does not supply a power adapter.SIZE: Its the same identical size as the older Paperwhites. The weight has been reduced slightly from 7.3 to 7.2 ounces, a fraction of an ounce, most likely because of a smaller battery.The good news is that all cases that fit the other Paperwhites will fit the 2015 version!!DISPLAY: The resolution has been bumped up to 300 ppi, equivalent to the Voyage.Read more","No big improvement in the 2015 model 10,"
AVpfLiCSilAPnD_xWpk_,Amazon,Amazon,Amazon Fire TV,0.0,"I am not pleased, every movie I select is a pay for view. It's a good thing Netflix on it. Every movie that is a pay for view can be found on Netflix. I don't need this device, Netflix is available on Cable one.","I am not pleased, every movie I select is a pay for ..."
AV00lzd5GV-KLJ3ac0ul,Amazon,,All-New Amazon Fire TV Game Controller,0.0,"This is a great controller for our Fire TV, I purchased 2 of them, with two problems but let me first talk about the good. The controller works well for most of the games we play on the Fire TV. It has a long range compared to other controllers Ive tried (solid at 30 feet) and uses WiFi Direct instead of Bluetooth. The feel of it is decent (not too rubbery) and none of the buttons, D-Pad, or sticks have stuck or given us a problem. The microphone on it works as good or better than the one on the Fire TV remote.Now on to the problems. Its such an issue that Im not just putting it in the cons section but am going to tell you a bit about it. The worst problem is the battery life! In fact, its such a huge problem that Im taking off 2 stars because of it. This controller eats batteries like nobodys business. I have tried regular AA batteries (both Duracell and Energizer), expensive AA batteries (both Duracell and Energizer), and rechargeable AA batteries (Ive tried Energizer, Apple, AmazonBasics). The controller doesnt drain the batteries completely, nope. That I would understand. Instead, the controller stops working after only a 40 drain. I kid you not. Every set of batteries I have put into this thing has stopped working when there is still 60 battery life left. I have tested each set, before and after, using a generic battery tester as well as an ohm meter.The second problem may not be the controller itself, it may be the Fire TV, but its affecting the controller. The controller randomly disconnects. Not often enough for it to be a huge issue but just enough for it to be annoying. I have seen reports of others having the same problem with the controller and the remote. Im hoping that this issue will be fixed with a firmware update.Read more",Great controller with 2 major problems! Not recommended at this point in time...
AVpge-anilAPnD_xtDVf,Amazon,AMDSI,Amazon Premium Headphones,1.0,"I bought these for a couple of reasons.First, I wanted an earbud that was NOT designed as noise cancelling. I hate having to shove headphones into my brain to use them. Apparently, a lot of people are under the assumption that these are supposed to be noise cancelling or something which they are not. They are simple earbuds. I hate not being able to hear what is going on around me and don't feel safe in public using headphones that block everything else out. These are designed just like the old style earbuds that you stick in your ears but they are more comfortable. Maybe I have small ears or something but they could never fall out or dislodge from my ears. They don't cancel the outside noise but they sit in my ears exactly as they are supposed to so the sound travels right into my ears.Second, I really like the magnets and tangle free aspects of the headphones. I use headphones while I work and the magnets allow me to hang the headphones easily when I am finished with them. The flat cord and magnets also mean the headphones never really tangle when you put them in a bag or wherever. Awesome design.Finally, the sound I get out of these seems pretty average. I would compare them to the stock Apple iPhone earbuds or a set of Sony earbuds. Nothing special. They are only 25 and a lot of that is the fact these were just released and that you are paying for the design as far as magnets in the ear buds and the nice flat cable. Don't expect them to perform like 100 headphones because they aren't designed to perform like that. They are just a nice simple set of earbuds that will sound good to most people. The magnets and tangle free cord are awesome and they are really quite comfortable.Read more",I hate having to shove headphones into my brain to use them... 380 people found this helpful. Was this review helpful to you Yes No
AVpfpK8KLJeJML43BCuD,Amazon,Amazon,Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,1.0,"Wife loves it! Great sound, great technology! Compact and durable.",Awesome
AVzRloqLGV-KLJ3aavBd,Amazon,,All-New Amazon Fire 7 Tablet Case (7th Generation,0.0,"25 for a case for a product that costs 50. Typical scam from Amazon just a warning, in the process of returning both items seeing as the Fire 7 is a broken device. To transfer any data to it, you must restart replug the device for each file... even a 5 thumb drive can do more without an interface.",25 for a case for a product that costs 50 ...
AVpfldWhLJeJML43_7zF,Amazon,,Certified Refurbished Kindle Voyage E-reader with Special Offers,1.0,"Since other people have gone into detail on the device, I will answer only the burning questions I had before I received mine. I was very happy with my Paperwhite and would not have bought this had mine not been stolen/lost (not sure which). My husband still has his Paperwhite, so I was able to compare them side by side.CAN I USE THE WALL CHARGER FROM MY PAPERWHITE TO CHARGE THE VOYAGEYes.CAN PRESSING THE PAGE TURNERS CAUSE REPETITIVE USE ISSUESI don't think so. You can turn down the pressure it needs (which is very slight) or you can turn it off completely and turn pages with a tap. It's actually nice to have both options.CAN YOU SEE WHERE TO TURN THE PAGES IN THE DARKNo. You can guess where the page forward area is, but the page back is a dot, so guessing would be difficult. But you can still tap to turn pages. Using a cover helps, as the edge of the cover would be right over the dot.DOES THE FEEDBACK BUZZ ANNOY YOU WHEN YOU TURN PAGESI think it does take a little getting used to, but you can turn it down, and I think I will not notice it after a while. (There's no sound it's purely tactile.) Months later: It's not distracting you forget about it.IS THE ADJUSTABLE LIGHT NICEI still do it manually. It doesn't adjust the way I'd like it to. Not as bright in good light as I'd like, and not as dim while my husband is sleeping next to me. Note that if you want to use the night light, you have to set that separately from Auto Adjust. Settings/Device Options/Screen Light. I'm not actually sure that the night light is working. It was at 18 when I turned off the light (this is quite bright), and I checked it about 10 minutes later, and it was at 17.Read more","I was very happy with my Paperwhite and would not have bought this ... 5,"
AVzRloqLGV-KLJ3aavBd,Amazon,,All-New Amazon Fire 7 Tablet Case (7th Generation,0.0,"I bought this case at the same time I bought a new Fire tablet during Prime days. It was recommended on the tablet page, so I thought I was getting the right case. Well, it doesn't fit - not by a long shot. Then I realized the case was for a new Fire for 2017 (like mine) but 7th generation, not 8th. Since it does not fit, I now have to return it. And at my expense (arg!) I can't even exchange it for a new one because apparently Amazon does not make this case for the 8th generation Fire yet. You update one of your products, then release it, but you don't put out a case for it at the same time WTH Amazon When will you start selling Amazon cases for the Amazon Fire 8th generation I'm NOT happy with Amazon right now and am wondering whether I should keep the tablet if I can't get a case for it that has the vertical stand feature that the Amazon case has.",It was recommended on the tablet page
