reviewerID,asin,reviewerName,helpful,customer_review,customer_rating,customer_review_summary,unixReviewTime,reviewTime
ASSWUAOO49Z8Q,B007IE5QP0,"docpain ""docpain""","[2, 3]","kripes man..the one time I go and actually buy a ""honer"" and its a ""bummer"" this thing has 3 keys off tune!! I can buy stuff 10 times better quality from Chinaand never have this kinda junk. Maybe it's a fluke because everyone else gave it a thumbs up and I 'm really not the type a guy to go running stuff down butmaaan Ive never got a harp this trashy B4!...... all i can say is buy Merana's for tryin out buy ""suzuki"" or Swan"" from ebay/overseas if yer a poor guy like meand you'll be better off. Oh btw hot-tip for poor guys again--- you can get a ""Mississipi River Harp"" for only  $5.oo if you have a ""Burke's"" outlet near you!they're up by the counter and as good as the high dollar one made by unowho---- the Doctah has spoken! :)",0.0,Straight up Terr-Ash!,1326412800,"01 13, 2012"
AH2F47XZ5L8NR,B000T517Y4,Violet Deliriums,"[7, 7]","I own several Electro-Harmonix pedals and overall I like the brand (even though the owner appears to me to be a sexist pig clown boy in many of his YouTube videos). Of those I own, two of them are the smaller versions of the GIGANTOR classic E-H pedals, one of them being the Little Big Muff.First of all, if you have no idea of the difference between fuzz, overdrive, and distortion you should look into it before you buy anything. These effects are used in different musical styles and produce different sounds, so your choice will depend on what exactly you plan to do. Do some research by looking on YouTube, looking at Dave Hunter's book on effects, and testing them out at a store.If you are looking for a basic fuzz box, the Little Big Muff will give you nice sound similar to (if not the same) as that of the Big Muff Pi, depending on the exact year/model you have. I think the tone is great, but as with most basic fuzz boxes, there are only so many different sounds that you can get out of them. It is simple to use though, and it makes a lot of noise.As a bonus, these don't take up a lot of pedalboard space compared to the Big Muff Pi, yet will give the same tone. It is great for punk, alt rock/grunge, and classic hard rock like Hendrix and Black Sabbath.I also have a germanium (red) Dunlop Fuzz Face Mini, another good small version of one of the classics, and the Fuzz Face mini that gives you the most low end emphasis of the three (the blue silicon and aqua Hendrix models boost treble more). To quickly compare it to the Little Big Muff regarding sound, the Fuzz Face does not have a tone control, but I think it gives a better control over the fuzz saturation. While the Little Big Muff will give you more control over the tone (EQ), like many EHX pedals it goes from zero to crazy rather quickly. In this case when you begin turning the Sustain, it is not long before you are in very fuzz saturated zone. As you increase the amount of saturation, you get more sustain but less control of the dynamics so all your pick attacks begin to sound the same. So, I'd say while both the red Dunlop Fuzz Face Mini & the Little Big Muff are good tools, each comes with its own disadvantages.Though some E-H units come with power supply, this one does not and you will need to get one unless you like changing batteries. Although few pedals come with power supplies, I think its lame not to include them and you will need to factor it into the cost of the unit.If you are into looking at pretty pedals on your board, then you might be able to find a prettier fuzz box than the stark and dreary industrial-looking Little Big Muff. I like pretty things, but the sound of this unit is too good to pass up and it is a great tool to have in your kit.Bottom line:(1) Gives the classic Big Muff fuzz sound(2) Does not eat up pedalboard space like the old GIGANTOR models(3) Noisy (not always in a good way) when on, but has true bypass when off(4) Has tone control (EQ), but the ""Sustain"" saturates very quickly so you get less fuzz control (limits dynamic control of your picking)(4) Simple to use, but limited sound palette(5) Decent price, but power supply sold separately(6) Bleak appearance (not shiny, colorful, or sparkly)",1.0,"Classic fuzz, compact size",1358985600,"01 24, 2013"
A3CSWB0L9ZLD94,B009GT0KNI,"Filipe N. Marques ""fnmphoto""","[0, 0]","I liked the string spacing on these nuts. You ~could~ just drop it in and play but you will soon realize it will need some refinement. My open B and E strings, with somewhat aggressive picking, would buzz like a sitar. This was corrected by filing the slots with a back angle towards the tuners. Some additional filing will be needed to remove the sharp edges. The base of this bone nut does NOT have a radius. So if your nut slot is radiused, you will need to have it done or you will have poor sustain and possibly crack the nut in half at string tension. This is more common in vintage guitars, though.My guitar's sustain was definitely improved with this nut. I highly recommend it!",1.0,Perfect fit for a standard Strat nut slot.,1401926400,"06 5, 2014"
A2RVY2GDMZHH4,B003VWJ2K8,puddytat,"[0, 1]",Very accurate tuner BUT it broke within the first week I used it.  The little head on the tuner is connected with an arm and a ball and even when  you are gently the three prongs holding the ball joint can crack and break rendering it useless.  I will try to get a replacement... Now as a tuner it was really quite good but just not durable which is kinda what you need.,0.0,Works great if it doesn't break,1328054400,"02 1, 2012"
A2C46HQIZLYJUC,B004XNK7AI,tj,"[6, 8]","I own the SN-8, which btw, is the best tuner I've ever used. I bought this bc it said it was made specifically for bass frequencies & violin. So I wanted to use this w my acoustic bass and violin. I was also intrigued by the &#34;tighter&#34; tuning aspect of the bars on this. Let me tell you, if it worked, the bars may have been a cool feature, but when you are fine-tuning an A string and it tells you you are on E (when you know you are on A bc the other tuners all say A, and it matches the piano), then there is a problem. I could not find any way to re-calibrate the thing, so it looks like it's just defective. The one I received was completely useless.I am amazed at the great SN-8...I am disappointed in this thing. I must have just received a dud (I hope, since these usually get good reviews), but I will be returning this since it absolutely does not work correctly. On the flip side, I will be getting another SN-8 in it's place, since I know those are great tuners & I love the one I already have.",0.0,Worst tuner I've ever used,1355961600,"12 20, 2012"
A2CCGGDGZ694CT,B00191WVF6,b carney,"[0, 0]",This is a good working dependable power adapter and works flawlessly with my tc electronic guitar ditto looper.No complaints with this.,1.0,Works Great,1391040000,"01 30, 2014"
A1B9Q3SNKI6T5V,B0002D0LKY,Dustin Kempton,"[0, 0]","It just randomly pops off my bass, it's so slick that when you let go it the neck just goes straight down. I hate it.",0.0,I really do hate it.,1398988800,"05 2, 2014"
A52GGV55KT8AV,B0002H0A3S,Melissa,"[0, 0]","I'm going to be honest, I have a cheap guitar. I payed $120 for an Epiphone at my local music store because I just play it recreationally. (Bonfires, sitting around the house, etc..) So I've never really put a nice set of strings on it because I figured strings aren't really going to make THAT much of a sound difference on this guitar, but I was way way way wrong! These strings aren't even that expensive, actually they're only a few more dollars than the usual cheap strings I put on my guitar. Yet, they completely  changed the sound of my guitar and it sounds like I forked over some money for a decent guitar! The strings are high quality and they feel so smooth under my fingertips! I used to play once or twice a week, but I can't help but want to play every single day just to hear these things sing!",1.0,Perfect!,1399507200,"05 8, 2014"
A1AU5K3JMPS3UQ,B000978D58,Eric,"[0, 0]","Almost all of this product is made with very sturdy materials. Can double as a mic or boom stand. The boom attachment is very easily adjustable but also very sturdy when you lock it down. Wasn't disappointed. The connecting parts of the mic stand/boom are 5/8 inch male size so make sure whatever you're buying this product with can connect to that (my shock mount had 3/8in female connector). If not, just invest (about 6$) into an adapter like I did.",1.0,Very solid,1312243200,"08 2, 2011"
A9P4Q7KX35RS2,B005MR6IHK,L. Jones,"[0, 0]","I have tried some others and was not to happy since they really did not tune the strings correctly (the sound was off slightly). This seems to be good for a &#34;quick tune&#34;, but like the pelal with cord plug in better. The pedal types are much bigger and you will have to carry more stuff out when going to a gig. This does work in a pinch without a lot of bigger equipment.",1.0,Work Good for tuning my bass,1390694400,"01 26, 2014"
